id,nom_personne,operateur_telephonique,forfait_abonnement
ABN00001366,Nora Robert,Vodafone,Vodafone Unlimited
ABN00001367,Jessica Brown,Free Mobile,Free 5G
ABN00001368,Sofia Brown,Vodafone,Vodafone Red
ABN00001369,Sarah Smith,Orange France,Orange 5G Unlimited
ABN00001370,Marie Garcia,Inwi,Inwi Unlimited
ABN00001371,Sarah Kettani,SFR,SFR Power
ABN00001372,Michel Davis,Inwi,Inwi 60 Go
ABN00001373,Robert Michel,Free Mobile,Free 5G
ABN00001374,Sofia Dupont,Bouygues Telecom,Sensation
ABN00001375,Hassan Garcia,Maroc Telecom,Jawal 50 Go
ABN00001376,Emily Tazi,Orange France,Orange 5G 100 Go
ABN00001377,Lisa El Fassi,Maroc Telecom,Jawal 50 Go
ABN00001378,Alexandre Williams,Maroc Telecom,Forfait Entreprise
ABN00001379,Pierre Richard,Vodafone,Vodafone Red
ABN00001380,Julie Williams,SFR,SFR 80 Go
ABN00001381,Nicolas Benjelloun,T-Mobile,Magenta
ABN00001382,Sophie Benali,SFR,SFR Power
ABN00001383,Thomas Durand,Vodafone,Vodafone Red
ABN00001384,Mohammed Dubois,Bouygues Telecom,Sensation
ABN00001385,Ali Miller,Free Mobile,Free 5G
ABN00001386,Ali Laurent,Free Mobile,Free 5G
ABN00001387,Sofia Williams,Orange France,Orange 5G Unlimited
ABN00001388,Ahmed Alaoui,SFR,SFR 80 Go
ABN00001389,Mohammed Dupont,Orange Maroc,Orange 40 Go
ABN00001390,Julie Benjelloun,Vodafone,Vodafone Red
ABN00001391,John El Amrani,Inwi,Inwi 30 Go
ABN00001392,Thomas Chraibi,Orange France,Orange 5G 100 Go
ABN00001393,Julie Ouazzani,Bouygues Telecom,Sensation
ABN00001394,Pierre Garcia,T-Mobile,Magenta Max
ABN00001395,Léa Robert,Inwi,Inwi 60 Go
ABN00001396,Emma Leroy,Bouygues Telecom,B&YOU 100 Go
ABN00001397,Karim Simon,T-Mobile,Magenta Max
ABN00001398,Pierre Miller,Inwi,Inwi Unlimited
ABN00001399,Alexandre El Fassi,Free Mobile,Free 5G
ABN00001400,Pierre Benjelloun,Orange France,Orange 5G Unlimited
ABN00001401,Léa Alaoui,Inwi,Inwi Unlimited
ABN00001402,Hassan Lazrak,Bouygues Telecom,B&YOU 100 Go
ABN00001403,Khadija Durand,Free Mobile,Free 5G
ABN00001404,Nora Jones,SFR,SFR Power
ABN00001405,Sofia Berrada,T-Mobile,Magenta
ABN00001406,Khadija Lazrak,Maroc Telecom,Jawal Illimité
ABN00001407,Ali Simon,Free Mobile,Free 2€
ABN00001408,Laurent Richard,Orange Maroc,Orange Pro
ABN00001409,Emma Durand,Free Mobile,Free 2€
ABN00001410,Pierre Smith,Orange France,Orange 5G Unlimited
ABN00001411,Leila Williams,Maroc Telecom,Jawal Illimité
ABN00001412,Sofia Lefebvre,Orange France,Orange 5G 100 Go
ABN00001413,Mehdi Durand,Inwi,Inwi 60 Go
ABN00001414,Ashley Richard,T-Mobile,Magenta Max
ABN00001415,Hassan Robert,Maroc Telecom,Jawal 100 Go
ABN00001416,Salma Bennani,T-Mobile,Magenta
ABN00001417,Ashley Moreau,Orange France,Orange 5G 100 Go
ABN00001418,Mohammed Johnson,Orange France,Orange 5G 100 Go
ABN00001419,Khadija Leroy,Orange France,Orange 5G 100 Go
ABN00001420,Hassan Lefebvre,Orange Maroc,Orange 40 Go
ABN00001421,Michael Fassi,Vodafone,Vodafone Red
ABN00001422,Jessica Moreau,T-Mobile,Magenta Max
ABN00001423,Léa Laurent,Inwi,Inwi Unlimited
ABN00001424,Alexandre Idrissi,SFR,SFR 80 Go
ABN00001425,Robert Leroy,Bouygues Telecom,B&YOU 100 Go
ABN00001426,Khadija Lefebvre,Free Mobile,Free 2€
ABN00001427,Fatima Chraibi,Orange France,Orange 5G Unlimited
ABN00001428,Emma Sefrioui,Maroc Telecom,Jawal Illimité
ABN00001429,Emma Richard,Free Mobile,Free 5G
ABN00001430,Zineb Petit,Free Mobile,Free 2€
ABN00001431,James Martin,SFR,SFR Power
ABN00001432,John Bennani,SFR,SFR Power
ABN00001433,Chloé Moreau,Bouygues Telecom,B&YOU 100 Go
ABN00001434,Michel Chraibi,Bouygues Telecom,B&YOU 100 Go
ABN00001435,John Filali,Orange Maroc,Orange Pro
ABN00001436,Robert Martin,Inwi,Inwi Unlimited
ABN00001437,Marie Garcia,SFR,SFR Power
ABN00001438,John Michel,Orange France,Orange 5G 100 Go
ABN00001439,Marie Idrissi,Maroc Telecom,Jawal 100 Go
ABN00001440,Nicolas Petit,Free Mobile,Free 5G
ABN00001441,Aïcha Durand,Bouygues Telecom,B&YOU 100 Go
ABN00001442,Michel Kettani,Bouygues Telecom,Sensation
ABN00001443,Sarah Simon,Inwi,Inwi Unlimited
ABN00001444,Omar Robert,SFR,SFR 80 Go
ABN00001445,Youssef Garcia,Bouygues Telecom,Sensation
ABN00001446,Mehdi Sefrioui,Inwi,Inwi Unlimited
ABN00001447,Salma Simon,Inwi,Inwi 60 Go
ABN00001448,Nora Garcia,Inwi,Inwi Unlimited
ABN00001449,Zineb Fassi,Bouygues Telecom,Sensation
ABN00001450,Julie Idrissi,Inwi,Inwi 30 Go
ABN00001451,Ahmed Fassi,Bouygues Telecom,Sensation
ABN00001452,Karim El Amrani,T-Mobile,Magenta Max
ABN00001453,Leila Berrada,SFR,SFR 80 Go
ABN00001454,Hassan Filali,Bouygues Telecom,Sensation
ABN00001455,Emily Robert,Vodafone,Vodafone Red
ABN00001456,James Alaoui,Vodafone,Vodafone Unlimited
ABN00001457,David Chraibi,T-Mobile,Magenta
ABN00001458,Emma El Fassi,T-Mobile,Magenta Max
ABN00001459,Laurent Benjelloun,SFR,SFR 80 Go
ABN00001460,David Martin,Orange Maroc,Orange Max
ABN00001461,Léa Moreau,T-Mobile,Magenta Max
ABN00001462,Sarah Dubois,Maroc Telecom,Forfait Entreprise
ABN00001463,Emily El Amrani,Vodafone,Vodafone Unlimited
ABN00001464,Sofia Petit,Bouygues Telecom,Sensation
ABN00001465,Karim Tazi,T-Mobile,Magenta Max
ABN00001466,Marie Martin,Orange Maroc,Orange 80 Go
ABN00001467,Nora Berrada,Orange Maroc,Orange Max
ABN00001468,Ali Bernard,Inwi,Inwi Unlimited
ABN00001469,Emma El Fassi,Free Mobile,Free 2€
ABN00001470,Camille Alaoui,Inwi,Inwi Unlimited
ABN00001471,Sophie Richard,Vodafone,Vodafone Unlimited
ABN00001472,Pierre Martin,Bouygues Telecom,Sensation
ABN00001473,Léa Smith,Inwi,Inwi Unlimited
ABN00001474,James Leroy,Inwi,Inwi 60 Go
ABN00001475,Michael Davis,Free Mobile,Free 2€
ABN00001476,Laurent Robert,Inwi,Inwi 30 Go
ABN00001477,Zineb Robert,SFR,SFR Power
ABN00001478,Lisa Thomas,T-Mobile,Magenta
ABN00001479,Mohammed Benjelloun,Bouygues Telecom,B&YOU 100 Go
ABN00001480,Laurent Richard,Orange Maroc,Orange Max
ABN00001481,Mehdi Smith,SFR,SFR 80 Go
ABN00001482,Robert Richard,Orange Maroc,Orange Pro
ABN00001483,Lisa Sefrioui,Orange Maroc,Orange Pro
ABN00001484,Julie Moreau,Free Mobile,Free 2€
ABN00001485,Omar Michel,SFR,SFR Power
ABN00001486,Lisa Berrada,Maroc Telecom,Jawal Illimité
ABN00001487,Julie Jones,Free Mobile,Free 2€
ABN00001488,Léa Dupont,T-Mobile,Magenta Max
ABN00001489,David Benjelloun,T-Mobile,Magenta
ABN00001490,Ashley Benjelloun,Orange Maroc,Orange Pro
ABN00001491,Ahmed Williams,Maroc Telecom,Forfait Entreprise
ABN00001492,Pierre Martin,Maroc Telecom,Forfait Entreprise
ABN00001493,Camille Williams,Maroc Telecom,Forfait Entreprise
ABN00001494,David Johnson,T-Mobile,Magenta Max
ABN00001495,Emily Laurent,Inwi,Inwi Unlimited
ABN00001496,Pierre Durand,Free Mobile,Free 2€
ABN00001497,Omar Alaoui,Inwi,Inwi 30 Go
ABN00001498,Emily Kettani,Vodafone,Vodafone Red
ABN00001499,Marie Johnson,T-Mobile,Magenta
ABN00001500,Aïcha Thomas,Free Mobile,Free 5G
